GEOID,Type,Business,lat,lon,Location,SNAP_EBT,WIC_FMNP,Senior_FMNP,VA_Fresh_Match,FI_Rate,totalPopulation,CountOfDollarStores,CountOfGroceryStores,DollarToGroceryRatio,PeoplePerGrocery
51770,P,St. Francis House,37.2705138,-79.9569091,"836 Campbell Ave, SW, Roanoke, VA 24016, USA",,,,,,,,,,
51770,P,St. Mark's Lutheran Church,37.2644786,-79.9459625,"1008 Franklin Road SW, Roanoke, VA 24016, USA",,,,,,,,,,
51775,P,Shiloh Baptist Church,37.2909999,-80.056792,"201 South Market Street, Salem, VA 24153, USA",,,,,,,,,,
51161,P,Bonsack Baptist Church,37.3282354,-79.871115,"4845 Cloverdale Rd., Roanoke, VA 24019, USA",,,,,,,,,,
51770,P,High Street Baptist Food Pantry,37.2944814,-79.9717932,"2302 Florida Avenue NW, Roanoke, VA 24017, USA",,,,,,,,,,
51770,P,Rescue Mission,37.2694742,-79.9349989,"402 4th Street SE, Roanoke, VA 24013, USA",,,,,,,,,,
51770,P,Presbyterian Community Center,37.2710707,-79.9225348,"1228 Jamison Ave SE, Roanoke, VA 24013, USA",,,,,,,,,,
51071,P,Faith Temple IPHC Food Pantry,37.3268615,-80.7149664,"1523 Wenonah Ave, Pearisburg, VA 24134, USA",,,,,,,,,,
51770,P,On Our Own Food Pantry,37.2672079,-79.9497918,"429 Elm Ave. SW, Roanoke, VA 24016, USA",,,,,,,,,,
51770,P,Good Samaritan Christian Soldiers Food Pantry,37.2720321,-79.9323769,"728-A Church Avenue, Roanoke, VA 24013, USA",,,,,,,,,,
51023,P,Botetourt Food Pantry,37.4973786,-79.8777865,"111 South Roanoke St, Fincastle, VA 24090, USA",,,,,,,,,,
51067,P,Red Valley United Methodist Church,37.1383368,-79.8621458,"30 Red Valley Rd, Boones Mill, VA 24065, USA",,,,,,,,,,
51770,P,Macedonia Baptist Church,37.300627,-79.9773774,"2910 Cove Road NW, Roanoke, VA 24017, USA",,,,,,,,,,
51775,P,Salem/Roanoke County Community Food Pantry,37.2843355,-80.0471314,"829 Indiana Street, Salem, VA 24153, USA",,,,,,,,,,
51770,P,Staunton Avenue Church of God Food Pantry,37.2876819,-79.9683895,"1926 Staunton Ave NW, Roanoke, VA 24017, USA",,,,,,,,,,
51690,P,First United Methodist Church - Martinsville,36.6910311,-79.8695349,"145 E Main Street, Martinsville, VA 24115, USA",,,,,,,,,,
51770,P,Hill Street Baptist Missionary Ministry,37.2802816,-79.9416986,"111 Madison Ave NW, Roanoke, VA 24016, USA",,,,,,,,,,
51121,P,Shawsville Lay Ministerial Association,37.2203982,-80.2288419,"1870 Big Spring Drive, Elliston, VA 24087, USA",,,,,,,,,,
51067,P,Boones Chapel Food Pantry Food Pantry,36.8525455,-79.7037675,"2228 Circle Creek Road, Penhook, VA 24137, USA",,,,,,,,,,
51775,P,Community Christmas Store,37.2969098,-80.0285388,"161 Electric Road, Suite 2, Salem, VA 24153, USA",,,,,,,,,,
51089,P,Valley Drive Baptist Church Food Pantry,36.6993629,-79.9855988,"889 Valley Drive, Fieldale, VA 24089, USA",,,,,,,,,,
51775,P,Bethel Baptist Food Pantry,37.2738499,-80.0549282,"1601 South Colorado St, Salem, VA 24153, USA",,,,,,,,,,
51063,P,Eagles Nest Food Pantry,37.0154585,-80.3401316,"148 Rehoboth Ln NE, Floyd, VA 24091, USA",,,,,,,,,,
51161,P,Penn Forest/Gifts from Heart Food Pantry,37.2222156,-79.9956987,"3028 Penn Forest Blvd, Roanoke, VA 24018, USA",,,,,,,,,,
51121,P,Helping Hands Foundation,37.16108,-80.5216618,"4003 Morning Glory Road, Radford, VA 24141, USA",,,,,,,,,,
51770,P,Sweet Union Baptist Church Food Pantry,37.2806457,-79.9482149,"521 Madison Ave NW, Roanoke, VA 24016, USA",,,,,,,,,,
51770,P,Hollins Road Baptist Church Food Pantry,37.3067717,-79.9264697,"3502 Old Mountain Road NE, Roanoke, VA 24019, USA",,,,,,,,,,
51640,P,Willing Partners,36.6814968,-80.8948903,"972 East Stuart Drive, Galax, VA 24333, USA",,,,,,,,,,
51690,P,Community Storehouse Food Pantry,36.6897023,-79.8703712,"128 E. Church St., Martinsville, VA 24112, USA",,,,,,,,,,
51197,P,Agape Food Pantry,36.939299,-81.094992,"1355 W. Spring St, Wytheville, VA 24382, USA",,,,,,,,,,
51775,P,Salem Apostolic Church,37.2994171,-80.0199344,"2037 E. Main St, Salem, VA 24153, USA",,,,,,,,,,
51121,P,"The Salvation Army, NRV Food Pantry",37.1302005,-80.410821,"80 College St. Suite M, Christiansburg, VA 24073, USA",,,,,,,,,,
51750,P,Radford Worship Center,37.1171999,-80.5884089,"1820 Second Street, Radford, VA 24141, USA",,,,,,,,,,
51770,P,God's House Ministry Food Pantry,37.2942158,-79.996496,"3601 Melrose Avenue NW, Roanoke, VA 24017, USA",,,,,,,,,,
51063,P,Calvary Baptist Church,36.9380935,-80.2723564,"1400 Floyd Hwy N, Floyd, VA 24091, USA",,,,,,,,,,
51019,P,Lake Christian Ministries,37.1828767,-79.6183638,"13157 Old Moneta Rd S, Moneta, VA 24121, USA",,,,,,,,,,
51143,P,Greater Triumph Missionary Baptist Church,36.793074,-79.387511,"581 Fairview Road, Chatham, VA 24531, USA",,,,,,,,,,
51143,P,Northern Pittsylvania County Food Center,36.9555936,-79.3546961,"402 Chaney Lane, Gretna, VA 24557, USA",,,,,,,,,,
51590,P,God's Storehouse,36.592357,-79.4045374,"750 Memorial Dr, Danville, VA 24541, USA",,,,,,,,,,
51019,P,Agape Center Moneta,37.1926907,-79.6001104,"1159 Promised Land Rd, Moneta, VA 24121, USA",,,,,,,,,,
51197,P,The Millennium World Outreach,36.9527419,-81.0656769,"305 Cassell Road, Wytheville, VA 24382, USA",,,,,,,,,,
51770,P,Fairview UMC Food Pantry,37.2965292,-80.0004233,"1310 Van Buren Street NW, Roanoke, VA 24017, USA",,,,,,,,,,
51155,P,City of Refuge Pulaski Food Pantry,37.0455372,-80.7763852,"249 Dora Hwy, Pulaski, VA 24301, USA",,,,,,,,,,
51770,P,Perfecting Unity Church,37.2871781,-79.9837419,"812 29th St., Roanoke, Va 24017, USA",,,,,,,,,,
51121,P,Blacksburg Interfaith Food Pantry,37.2365711,-80.4063357,"706 Harding Ave, Blacksburg, VA 24060, USA",,,,,,,,,,
51690,P,Grace Network Martinsville - Henry Co. Food Pantry,36.6969064,-79.8729559,"16 Liberty Street Ext., Martinsville, VA 24112, USA",,,,,,,,,,
51155,P,"Beans and Rice, Inc. Food Pantry",37.042592,-80.7796901,"247 Washington Ave, Pulaski, VA 24301, USA",,,,,,,,,,
51089,P,Henry County Food Pantry,36.7619892,-79.9968052,"3289 Riverside Drive, Bassett, VA 24055, USA",,,,,,,,,,
51155,P,Heritage Cares,37.1489373,-80.690625,"6195 Cleburne Blvd, Dublin, VA 24084, USA",,,,,,,,,,
51067,P,God's Provision,37.0138516,-79.8921998,"1360 N. Main St., Rocky Mount, VA 24151, USA",,,,,,,,,,
51141,P,Patrick County Community Food,36.6363529,-80.2670435,"108 Commerce St, Stuart, VA 24171, USA",,,,,,,,,,
51121,P,Agape Center NRV Food Pantry,37.144801,-80.4057644,"1175 Cambria St., Christiansburg, VA 24073, USA",,,,,,,,,,
51089,P,Reach Out Apostolic Tabernacle Food Pantry,36.6732305,-79.7411267,"225 Brenda Drive, Axton, VA 24054, USA",,,,,,,,,,
51063,P,Copper Hill Church of the Brethren Food Pantry,37.0835359,-80.1287702,"8838 Floyd Hwy N, Copper Hill, VA 24079, USA",,,,,,,,,,
51197,P,Austinville PH Church,36.8605558,-80.9348354,"1730 Austinville Road, Max Meadows, VA 24360, USA",,,,,,,,,,
51770,P,Oakland Baptist Church Food Pantry,37.3033233,-79.946148,"3623 Roundhill Ave NW, Roanoke, VA 24012, USA",,,,,,,,,,
51023,P,Troutville Assembly of God Food Pantry,37.4334579,-79.8423011,"118 Conner Lane, Troutville, VA 24175, USA",,,,,,,,,,
51045,P,Craig Valley Baptist Church Food Pantry,37.500281,-80.1086153,"171 Salem Ave, New Castle, VA 24127, USA",,,,,,,,,,
51750,P,It's All About Jesus Ministries Food Pantry,37.1247901,-80.5885623,"1301 West Main St, Radford, VA 24141, USA",,,,,,,,,,
51063,P,Plenty Food Pantry,36.9398762,-80.3503998,"192 Elephant Curve Rd NW, Floyd, VA 24091, USA",,,,,,,,,,
51089,P,Life Church,36.7219708,-79.9454908,"200 Whitby Terrace, Fieldale, VA 24089, USA",,,,,,,,,,
51690,P,The Salvation Army - Martinsville Food Pantry,36.6829556,-79.8758398,"603 S Memorial Blvd, Martinsville, VA 24112, USA",,,,,,,,,,
51121,P,Montgomery County Emergency Action Program Food Pantry,37.1258968,-80.4128737,"400 West Main Street, Christiansburg, VA 24073, USA",,,,,,,,,,
51005,P,"Boy's Home, Inc. Food Pantry",37.8083152,-80.023876,"414 Boys Home Road, Covington, VA 24426, USA",,,,,,,,,,
51580,P,The Salvation Army - Covington,37.788488,-79.995626,"115 S. Lexington Ave., Covington, VA 24426, USA",,,,,,,,,,
51143,P,Shepherd's Corner,36.679766,-79.563,"11560 Mount Cross Rd, Danville, VA 24540, USA",,,,,,,,,,
51580,P,HOPE Inc.,37.7891998,-79.986276,"415 S Alleghany Ave, Covington, VA 24426, USA",,,,,,,,,,
51105,P,Mt Carmel Baptist Church,36.7584219,-83.0271115,"179 Ben Lawson Dr., Pennington Gap, VA 24277, USA",,,,,,,,,,
51045,P,New Castle Christian Food Pantry,37.4947497,-80.1069632,"713 Salem Ave, New Castle, VA 24127, USA",,,,,,,,,,
51590,P,Vance Street Missionary Baptist Church,36.6056057,-79.3806442,"206 Vance Street, Danville, VA 24540, USA",,,,,,,,,,
51580,P,COPE Food Pantry,37.8024187,-79.9909947,"900 North Alleghany, Covington, VA 24426, USA",,,,,,,,,,
51035,P,Carroll County Ministerial Association Food Pantry,36.7603774,-80.7294539,"225 Fulcher Street, Hillsville, VA 24343, USA",,,,,,,,,,
51005,P,Clifton Forge Area Food Pantry,37.8161257,-79.8197356,"909 Church St, Clifton Forge, VA 24422, USA",,,,,,,,,,
51191,P,Suburban Christian Church,36.6552936,-82.0776717,"20290 Wood Howell Road, Bristol, VA 24202, USA",,,,,,,,,,
51580,P,South Covington Care Pantry,37.7643822,-80.000453,"1911 S. Kadel Avenue, Covington, VA 24426, USA",,,,,,,,,,
51089,P,Patrick Henry Community College Foundation Food Pantry,36.7397709,-79.8748169,"645 Patriot Avenue, Martinsville, VA 24112, USA",,,,,,,,,,
51023,P,Springwood Baptist Church,37.5491696,-79.75554,"134 Copps Hill Rd, Buchanan, VA 24066, USA",,,,,,,,,,
51195,P,Meals With a Mission,36.876037,-82.768076,"8 East 11th Street North, Big Stone Gap, VA 24219, USA",,,,,,,,,,
51035,P,Mobile Food Pantry -Cana USDA,36.6045303,-80.6897811,"St. Paul School, Cana, VA 24317, USA",,,,,,,,,,
51155,P,New Life Church of the Nazerene Food Pantry,37.0444799,-80.782091,"45 S. Jefferson Avenue, Pulaski, VA 24301, USA",,,,,,,,,,
51197,P,Mobile Food Pantry -Fort Chiswell USDA,36.9213029,-80.9333019,"1136 Fort Chiswell Rd, Max Meadows, VA 24360, USA",,,,,,,,,,
51089,P,Disaster Relief Food Ministry,36.7526207,-79.9801589,"24A Governor Stanley Hwy, Bassett, VA 24055, USA",,,,,,,,,,
51169,P,HOPE Christian Ministries,36.7141485,-82.7947244,"321 Mechanic Street, Duffield, VA 24244, USA",,,,,,,,,,
51105,P,Mobile Food Pantry -Jonesville USDA,36.6707325,-83.1894091,"28970 Wilderness Rd, Jonesville, VA 24263, USA",,,,,,,,,,
51195,P,Mobile Food Pantry -Wise USDA,36.9708438,-82.5984459,"1613 Norton Rd, Wise, VA 24293, USA",,,,,,,,,,
51590,P,The Salvation Army - Danville Food Pantry,36.5926118,-79.3873377,"123 Henry Street, Danville, VA 24540, USA",,,,,,,,,,
51027,P,Rocklick Food Pantry,37.3028142,-82.1854622,"2525 Bull Creek Road, Grundy, VA 24614, USA",,,,,,,,,,
51023,P,Orchard Hills Achievement Center Food Pantry,37.344555,-79.877551,"6032 Cloverdale Road, Roanoke, VA 24019, USA",,,,,,,,,,
51141,P,Patrick Springs Pentecostal Holiness Church Food Pantry,36.636727,-80.19699,"260 Spring Road, Patrick Springs, VA 24133, USA",,,,,,,,,,
51019,P,May's Memorial United Methodist Church Food Pantry,37.2708784,-79.7948044,"1121 Odd Fellows Road, Vinton, VA 24179, USA",,,,,,,,,,
51067,P,Boones Mill Baptist Church Food Pantry,37.1162613,-79.9477966,"25 Depot Drive, Boones Mill, VA 24065, USA",,,,,,,,,,
51191,P,Pleasant View United Methodist Church,36.6824216,-82.0358607,"18416 Lee Highway, Abingdon, VA 24210, USA",,,,,,,,,,
51640,P,God's Storehouse Soup Kitchen - Galax Food Pantry,36.6632146,-80.925742,"206 N Main St, Galax, VA 24333, USA",,,,,,,,,,
51590,P,Right Touch Christian Church Food Pantry,36.593039,-79.3849442,"513 Worsham Street, Danville, VA 24540, USA",,,,,,,,,,
51197,P,Hope Inc Food Pantry,36.9460909,-81.0890471,"680 West Main Street, Wytheville, VA 24382, USA",,,,,,,,,,
51191,P,Damascus Senior Center,36.6353749,-81.78731,"209 Legion Street, Damascus, VA 24236, USA",,,,,,,,,,
51770,P,East Gate Church of the Nazarene,37.2929524,-79.9143885,"2002 East Gate Ave, Roanoke, VA 24012, USA",,,,,,,,,,
51690,P,"Life Stages, Inc Food Pantry",36.6865372,-79.8662805,"316 Brown Street, Martinsville, VA 24112, USA",,,,,,,,,,
51750,P,Radford University Food Pantry,37.1398766,-80.5510635,"801 E Main Street, Radford, VA 24141, USA",,,,,,,,,,
51077,P,Food Independence Food Pantry FP,36.6220147,-81.1495923,"103 Hilltop Drive, Independence, VA 24348, USA",,,,,,,,,,
51077,P,Mobile Food Pantry -Whitetop USDA,36.61297,-81.585142,"16309 Highlands Pkwy, Whitetop, VA 24292, USA",,,,,,,,,,
51590,P,Averett University Center for Comm Engagement FP,36.5793098,-79.4142591,"420 West Main Street, Danville, VA 24541, USA",,,,,,,,,,
51155,P,New River Valley Community College Food Pantry,37.1053143,-80.695875,"5251 College Drive, Dublin, VA 24084, USA",,,,,,,,,,
51035,P,Hillsville Presbyterian Church,36.7608246,-80.7343691,"172 South Main Street, Hillsville, VA 24343, USA",,,,,,,,,,
51023,P,Wheatland Lutheran Church,37.5273566,-79.6797614,"1560 Lutheran Road, Buchanan, VA 24066, USA",,,,,,,,,,
51770,P,Community Solutions Center Neighborhood Pantry,37.2859448,-79.9750901,"2328 Melrose Ave NW, Roanoke, VA 24017, USA",,,,,,,,,,
51690,P,Partners in Prevention for the Children,36.6971517,-79.8663024,"315 Hospital Dr. Ste. 108, Martinsville, VA 24112, USA",,,,,,,,,,
51770,P,Friendship House,37.2676588,-79.9543978,"635 Elm Ave SW, Roanoke, VA 24016, USA",,,,,,,,,,
51155,P,Pulaski County Free Store,37.1040467,-80.6851712,"260 W. Main St., Dublin, VA 24084, USA",,,,,,,,,,
51167,P,Fox Meadows,36.906,-82.0429484,"35 Fox Meadows Dr, Lebanon, VA 24266, USA",,,,,,,,,,
51167,P,Riverview Terrace,36.9439837,-82.1500248,"Riverview Terrace Dr, Cleveland, VA 24225, USA",,,,,,,,,,
51051,P,Centennial Heights,37.2078177,-82.3148768,"763 Centennial Heights, Haysi, VA 24266, USA",,,,,,,,,,
51520,P,Douglass Senior Center,36.6074727,-82.1747186,"145 Birch Street, Bristol, VA 24201, USA",,,,,,,,,,
51191,P,Harvest Home Food Pantry - Feeding Southwest Virginia,36.6949231,-81.9827126,"21452 Gravel Lake Rd, Abingdon, VA 24212, USA",,,,,,,,,,
51770,P,"Agape Center, Inc. - Vinton",37.2984687,-79.9019043,"1568 Granby St, Vinton, VA 24012, USA",,,,,,,,,,
51750,P,Mobile Marketplace - NRV,37.1398766,-80.5510635,"801 E Main Street, Radford, VA 24142, USA",,,,,,,,,,
51775,P,Mobile Marketplace - Covington,37.2934681,-80.0547626,"109 Mall Road, Salem, VA 24153, USA",,,,,,,,,,
51197,P,Mobile Marketplace - Hope Inc,36.9460909,-81.0890471,"680 W Main Street, Wytheville, VA 24382, USA",,,,,,,,,,
51775,P,Salem MFP Community Events,37.2788759,-80.0365512,"1025 Electric Road, Salem, VA 24153, USA",,,,,,,,,,
51143,P,Danville MFP Community Events,36.9553265,-79.3540361,"203 Northside Drive, Gretna, VA 24557, USA",,,,,,,,,,
51580,P,Covington MFP Community Event,37.7621453,-79.9930262,"870 West Edgemont Drive, Covington, VA 24426, USA",,,,,,,,,,
51185,P,Helping Hands Food Pantry,37.1458237,-81.545707,"116 Adria Road, North Tazewell, VA 24630, USA",,,,,,,,,,
51141,P,Disaster Relief Food Ministry - Patrick County,36.5808535,-80.2760142,"4545 Salem Highway, Stuart, VA 24171, USA",,,,,,,,,,
51197,P,Mobile Marketplace - Ft Chiswell,36.9203854,-80.9341653,"1151 Ft Chiswell Rd, Max Meadows, VA 24360, USA",,,,,,,,,,
51089,P,Mobile Marketplace - Henry County Food Pantry,36.7570015,-79.9884198,"3321 Fairystone Park Hwy, Bassett, VA 24055, USA",,,,,,,,,,
51640,P,Mobile Marketplace - God's Storehouse,36.6600753,-80.9284205,"406 W Oldtown St, Galax, VA 24333, USA",,,,,,,,,,
51089,P,Mobile Marketplace - Disaster Relief Food Ministry,36.7523025,-79.9800934,"24 Governor Stanley Hwy, Bassett, VA 24055, USA",,,,,,,,,,
51121,P,Mobile Marketplace - Warm Hearth Village,37.1972809,-80.4194815,"2387 Warm Hearth Dr, Blacksburg, VA 24060, USA",,,,,,,,,,
51045,P,Mobile Marketplace - New Castle Christian Church,37.498495,-80.1089643,"282 Salem Ave, New Castle, VA 24127, USA",,,,,,,,,,
51580,P,Mobile Marketplace - Good News Church,37.78748,-79.9952239,"214 S Lexington Ave, Covington, VA 24426, USA",,,,,,,,,,
51770,P,Mobile Marketplace - The Hill Church,37.2901344,-79.9766823,"1026 Lafayette Blvd NW, Roanoke, VA 24017, USA",,,,,,,,,,
51071,P,Mobile Marketplace - First United Methodist Church,37.3310996,-80.7266116,"401 Hale St, Pearisburg, VA 24134, USA",,,,,,,,,,
51141,P,Mobile Marketplace - Patrick Co Disaster Relief Food Ministry,36.6379065,-80.2531718,"264 Woodland Dr, Stuart, VA 24171, USA",,,,,,,,,,
51019,P,Mobile Marketplace - Lake Christian Ministries,37.1828767,-79.6183638,"13157 Old Moneta Rd, Moneta, VA 24121, USA",,,,,,,,,,
51023,P,Mobile Marketplace - Eagle Rock Community Center,37.6394771,-79.7987233,"14604 Church St, Eagle Rock, VA 24085, USA",,,,,,,,,,
51770,P,Mobile Marketplace - Morningside Manor,37.2695008,-79.9201944,"1020 13th St SE, Roanoke, VA 24013, USA",,,,,,,,,,
51197,P,Mobile Marketplace - Wytheville,36.9527745,-81.0799589,"508 N Main St, Wytheville, VA 24382, USA",,,,,,,,,,
51077,P,Mobile Marketplace - Providence,36.7104023,-81.0388952,"56 Bainbridge Rd, Fries, VA 24330, USA",,,,,,,,,,
51035,P,Mobile Marketplace - Cana,36.6048331,-80.6900337,"231 Flower Gap Rd, Cana, VA 24317, USA",,,,,,,,,,
51021,P,Mobile Marketplace - Bastian,37.1507446,-81.1521647,"4265 Railroad Trail, Bastian, VA 24314, USA",,,,,,,,,,
51051,P,Mobile Marketplace - Clinchco,37.1670359,-82.3561099,"198 Cardinal St, Clinchco, VA 24226, USA",,,,,,,,,,
51167,P,Mobile Marketplace - Council,37.016222,-81.9742921,"RR 1 Box 11A, Honaker, VA 24260, USA",,,,,,,,,,
51027,P,Mobile Marketplace - Grundy,37.2778886,-82.0990223,"RR 460, Grundy, VA 24614, USA",,,,,,,,,,
51167,P,Mobile Marketplace - Lebanon,36.9039678,-82.0702498,"139 Highlands Dr, Lebanon, VA 24266, USA",,,,,,,,,,
51027,P,Mobile Marketplace - Hurley,37.4131672,-82.0103775,"1006 DA Justus Rd, Hurley, VA 24620, USA",,,,,,,,,,
51195,P,Mobile Marketplace - Big Stone Gap,36.8762382,-82.7680434,"14 E 11th St N, Big Stone Gap, VA 24219, USA",,,,,,,,,,
51191,P,Community Center of Abingdon,36.7179996,-81.9649879,"300 Senior Drive, Abingdon, VA 24210, USA",,,,,,,,,,
51185,P,Cumberland Mountain Community Services,37.008847,-81.792801,"113 Cumberland Rd, Cedar Bluff, VA 24609, USA",,,,,,,,,,
51191,P,Victory Children's Center,36.6274641,-82.15938,"11123 ISLAND ROAD, Bristol, VA 24202, USA",,,,,,,,,,
51191,P,Harvest Home Community Kitchen - Feeding Southwest Virginia,36.6949231,-81.9827126,"21452 Gravel Lake Rd, Abingdon, VA 24212, USA",,,,,,,,,,
51027,P,"Mountain Mission School, Inc.",37.2813775,-82.0887143,"1760 Edgewater Drive, Grundy, VA 24614, USA",,,,,,,,,,
51169,P,Mobile Food Pantry - Holston View United Methodist Church,36.6170722,-82.5662048,"174 Church Street, Weber City, VA 24290, USA",,,,,,,,,,
51169,P,Mobile Food Pantry - Fort Blackmore,36.7730226,-82.5865781,"14380 Clinch River Hwy, Fort Blackmore, VA 24250, USA",,,,,,,,,,
51169,P,Mobile Food Pantry - Dungannon United Methodist Church,36.8276242,-82.4675862,"19005 Veterans Memorial Hwy, Dungannon, VA 24245, USA",,,,,,,,,,
51169,P,Mobile Food Pantry - B&K Farm,36.760407,-82.408077,"12627 Nickelsville Hwy, Nickelsville, VA 24271, USA",,,,,,,,,,
51169,P,Mobile Food Pantry - Gate City UUnited Methodist Church,36.6387408,-82.5812345,"255 Walnut Street, Gate City, VA 24251, USA",,,,,,,,,,
51169,P,Mobile Food Pantry - Pioneer Center,36.712368,-82.799807,"225 Boones Trail, Duffield, VA 24244, USA",,,,,,,,,,
51155,P,Pulaski Daily Bread,37.0412636,-80.7828356,"408 N. Jefferson Ave, Pulaski, VA 24301, USA",,,,,,,,,,
51067,P,Stepping Stone Mission,37.0107553,-79.8938619,"1105 North Main Street, Rocky Mount, VA 24151, USA",,,,,,,,,,
51750,P,Radford Fairlawn Daily Bread,37.1318081,-80.577152,"501 2nd St, Radford, VA 24141, USA",,,,,,,,,,
51770,P,United Christian Inner City Ministry,37.2693604,-79.9291354,"828 Jamison Ave., Roanoke, VA 24013, USA",,,,,,,,,,
51770,P,The Salvation Army Shelters - Roanoke,37.2733635,-79.9559891,"815 Salem Ave, Roanoke, VA 24016, USA",,,,,,,,,,
51590,P,Right Touch Christian Church,36.593039,-79.3849442,"513 Worsham Street, Danville, VA 24540, USA",,,,,,,,,,
51770,P,Pilgrim Baptist Church Family Life Center,37.2864507,-79.948973,"1415 8th Street NW, Roanoke, VA 24016, USA",,,,,,,,,,
51770,P,First Church of the Nazarene,37.2658785,-79.9297854,"Shepherd's Care Day School, Roanoke, VA 24013, USA",,,,,,,,,,
51770,P,Pilgrim Baptist Church Family Life Center Food Pantry,37.2864507,-79.948973,"1415 8th Street NW, Roanoke, VA 24016, USA",,,,,,,,,,
