Year,GEOID,Name,FI_Rate,CostPerMeal,Percent_EMPLOYMENT_STATUS_Civilian_labor_force_Unemployment_Rate,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_Less_than_10000,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_10000_to_14999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_15000_to_24999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_25000_to_34999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_35000_to_49999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_50000_to_74999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_75000_to_99999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_100000_to_149999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_Social_Security,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_retirement_income,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_Food_Stamp.SNAP_benefits_in_the_past_12_months,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_Less_than_9th_grade,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_High_school_graduate_includes_equivalency,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_Bachelors_degree,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_No_vehicles_available,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_1_vehicle_available,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_2_vehicles_available,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_Less_than_15.0_percent,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_30.0_to_34.9_percent,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_35.0_percent_or_more,Percent_SEX_AND_AGE_Total_population_Female,age19AndUnder,Percent_SEX_AND_AGE_Total_population_20_to_24_years,Percent_SEX_AND_AGE_Total_population_25_to_34_years,Percent_SEX_AND_AGE_Total_population_45_to_54_years,Percent_SEX_AND_AGE_Total_population_55_to_59_years,Percent_SEX_AND_AGE_Total_population_60_to_64_years,age65AndOver,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Hispanic_or_Latino_of_any_race,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_White_alone,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_Black_or_African_American_alone,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_Asian_alone
2013,51770,"Roanoke city, Virginia",17.0,2.76,8.5,11.3,7.1,14.3,13.9,15.8,18.2,9.3,6.3,30.1,14.3,19.6,4785.0,20198.0,9899.0,13.7,39.5,31.6,13.7,9.0,40.7,52.3,24.0,6.5,15.2,14.0,6.6,6.4,14.3,5.6,61.7,27.3,1.9
2013,51775,"Salem city, Virginia",11.7,2.94,7.2,4.8,6.9,10.1,11.6,17.6,21.7,9.7,10.1,33.5,21.3,9.6,860.0,4979.0,3080.0,5.9,34.5,37.8,15.8,6.0,41.8,52.4,25.5,7.8,10.6,14.2,6.5,6.9,16.8,2.6,86.8,7.8,1.8
2014,51005,"Alleghany County, Virginia",10.9,3.02,6.2,7.6,6.2,15.6,10.0,14.5,18.5,11.8,12.4,47.1,24.4,11.8,688.0,4352.0,1210.0,6.5,25.3,33.3,19.2,8.7,36.1,51.0,21.9,4.7,9.1,14.9,8.1,6.9,22.7,1.3,92.1,5.0,0.3
2014,51019,"Bedford County, Virginia",9.2,3.18,7.0,6.4,4.7,8.9,10.6,14.1,20.0,13.8,13.9,36.3,22.5,8.9,2364.0,17666.0,9262.0,4.7,22.0,38.2,17.2,9.3,43.3,50.8,23.3,5.1,9.2,16.1,8.3,7.3,18.1,1.8,88.6,6.9,1.2
2014,51021,"Bland County, Virginia",10.7,2.82,8.3,8.9,7.3,11.0,13.2,18.8,19.8,11.0,9.6,44.0,29.9,14.0,454.0,1963.0,508.0,5.6,32.6,28.6,21.4,9.6,33.9,43.1,18.3,5.0,12.9,15.4,7.7,7.3,18.7,0.4,94.9,4.5,0.0
2014,51023,"Botetourt County, Virginia",7.3,3.17,5.3,3.8,3.8,7.8,9.2,14.0,18.8,18.0,15.7,37.0,20.3,4.4,744.0,8346.0,4253.0,2.6,18.8,37.6,15.6,5.7,30.1,50.7,23.5,4.6,8.3,17.0,8.4,7.8,18.4,1.3,93.5,3.6,0.1
2014,51027,"Buchanan County, Virginia",15.0,2.58,11.2,12.1,10.2,20.2,12.7,12.4,14.1,9.7,6.7,53.3,23.3,22.6,3014.0,6107.0,995.0,7.8,30.3,36.6,16.2,6.6,62.0,49.4,19.9,5.6,11.5,16.3,8.5,7.4,18.2,0.4,95.8,2.3,0.9
2014,51035,"Carroll County, Virginia",11.7,2.81,7.8,8.7,9.1,17.1,16.9,14.1,17.5,9.0,6.0,41.9,21.7,15.4,1739.0,7594.0,2017.0,6.4,30.1,37.6,10.6,10.9,37.5,50.1,21.8,4.9,9.3,15.0,8.6,7.1,20.6,2.8,95.5,0.8,0.1
2014,51045,"Craig County, Virginia",9.8,3.06,6.6,4.8,9.3,11.2,16.1,11.5,17.1,11.3,17.9,37.5,25.3,12.6,235.0,1815.0,376.0,5.4,21.9,31.0,11.2,0.3,15.5,50.0,25.3,1.9,9.8,17.2,7.9,6.6,18.8,0.0,96.8,0.2,0.4
2014,51051,"Dickenson County, Virginia",14.0,2.74,9.5,12.0,11.0,15.7,14.1,15.0,16.6,8.5,6.2,52.4,24.7,21.3,1533.0,3922.0,704.0,10.3,28.1,38.4,9.6,7.0,58.2,49.2,22.6,5.6,11.7,14.8,6.6,8.5,17.8,0.7,98.1,0.8,0.1
2014,51063,"Floyd County, Virginia",8.9,2.99,6.5,7.1,7.0,10.2,9.5,18.0,24.1,11.7,9.7,38.9,16.4,12.0,858.0,4098.0,1251.0,4.1,24.7,31.9,45.7,16.2,17.6,49.6,22.5,4.6,11.0,14.8,6.1,9.5,19.0,2.7,94.0,2.0,0.9
2014,51067,"Franklin County, Virginia",10.9,2.95,7.1,7.0,7.1,12.4,12.0,15.5,19.4,11.9,9.4,39.8,23.3,12.4,2818.0,13210.0,5202.0,5.2,24.3,35.9,14.9,11.2,38.9,50.7,23.1,5.4,10.1,14.9,7.7,7.8,19.3,2.6,87.1,8.3,0.3
2014,51071,"Giles County, Virginia",10.6,3.09,5.4,5.5,7.5,14.9,10.2,16.9,21.0,11.6,9.3,41.2,27.1,10.5,932.0,4653.0,1247.0,7.0,29.2,37.2,16.5,5.3,36.3,51.2,22.9,6.0,10.2,14.5,6.8,7.7,18.9,1.4,95.5,1.2,0.6
2014,51077,"Grayson County, Virginia",13.1,2.88,9.2,9.7,11.1,22.3,15.4,11.2,17.2,7.3,4.3,45.6,18.0,18.8,1375.0,4452.0,923.0,7.3,27.5,37.9,15.0,4.8,40.1,51.7,20.3,4.9,9.5,15.1,8.3,7.7,22.4,2.8,93.8,1.9,0.0
2014,51089,"Henry County, Virginia",14.9,2.78,11.9,9.2,8.0,17.4,16.3,15.9,16.3,9.6,5.1,41.8,22.4,18.2,3179.0,13020.0,2951.0,7.5,29.8,33.0,16.8,8.2,36.8,52.0,22.3,5.2,9.9,15.5,7.8,6.8,20.7,5.0,70.9,21.9,0.5
2014,51105,"Lee County, Virginia",14.9,2.66,11.7,12.7,10.0,18.4,12.6,16.3,16.4,8.6,3.9,54.4,21.5,25.9,2619.0,6039.0,1348.0,7.9,31.0,36.2,14.6,7.0,49.3,47.4,21.0,5.7,12.2,14.7,8.3,6.4,17.3,1.7,93.2,3.3,0.2
2014,51121,"Montgomery County, Virginia",14.6,3.34,6.0,12.4,6.8,12.6,8.0,14.5,16.1,10.7,11.2,23.1,16.8,8.0,1878.0,11280.0,11336.0,6.0,32.1,37.4,8.1,7.3,54.8,48.1,25.9,20.3,13.2,10.4,4.9,4.5,10.3,2.9,85.0,4.1,6.0
2014,51141,"Patrick County, Virginia",12.8,2.93,10.4,9.6,9.2,14.4,17.1,17.0,18.2,8.1,5.1,46.8,23.6,15.0,1097.0,4974.0,1005.0,5.4,28.6,34.9,13.9,15.3,36.3,51.2,20.9,4.7,8.1,15.0,7.8,7.9,22.8,2.6,90.1,6.6,0.0
2014,51143,"Pittsylvania County, Virginia",13.2,2.9,8.3,7.9,7.0,13.5,13.0,17.2,19.2,11.4,7.9,39.6,22.7,15.3,3607.0,16094.0,4305.0,5.3,25.8,34.3,17.8,7.3,38.4,50.9,22.4,5.3,10.0,16.0,8.0,7.4,18.6,2.3,74.3,21.4,0.4
2014,51155,"Pulaski County, Virginia",11.6,2.95,7.7,8.5,5.4,12.4,11.0,16.4,22.6,11.0,9.1,39.1,26.8,13.5,1665.0,8334.0,2841.0,6.7,30.1,36.0,20.1,8.3,39.2,50.1,20.8,5.4,10.7,15.0,8.2,6.9,19.5,1.4,91.3,6.0,0.2
2014,51161,"Roanoke County, Virginia",8.8,3.21,5.6,4.3,3.7,8.7,9.9,14.0,19.8,15.4,15.2,36.0,22.5,6.3,1989.0,17652.0,15014.0,4.5,29.9,38.3,19.8,8.8,31.5,52.1,23.6,5.2,10.3,14.8,7.2,7.3,18.5,2.5,87.5,5.3,2.7
2014,51167,"Russell County, Virginia",12.9,2.76,8.8,10.6,10.8,15.2,13.7,12.5,17.3,10.3,7.0,50.4,21.8,19.0,2818.0,7743.0,1475.0,8.3,29.6,31.5,19.1,3.1,52.6,51.0,22.1,5.8,11.2,15.3,8.7,6.7,17.6,0.4,97.0,1.4,0.2
2014,51169,"Scott County, Virginia",11.5,2.68,8.5,9.8,8.9,18.3,11.5,15.0,15.9,11.0,7.6,47.9,24.0,16.6,2287.0,6244.0,1384.0,10.4,24.6,34.6,21.7,3.8,46.1,49.9,21.1,5.3,10.7,14.8,7.7,7.2,20.5,1.2,97.1,0.7,0.4
2014,51173,"Smyth County, Virginia",13.6,2.72,7.6,8.8,10.1,14.3,13.6,16.5,17.7,9.5,6.2,41.0,21.6,17.4,2113.0,8909.0,2147.0,9.4,32.8,33.2,21.8,7.6,38.3,51.1,22.7,5.6,10.6,14.7,7.7,6.9,19.1,1.8,94.7,2.0,0.3
2014,51185,"Tazewell County, Virginia",13.6,2.68,8.9,8.8,10.5,16.8,12.3,16.6,14.3,10.1,7.4,48.1,20.9,17.7,3108.0,11314.0,2792.0,8.5,31.0,35.5,15.2,6.1,42.6,50.7,22.4,5.6,11.7,14.2,7.9,7.6,18.0,0.8,94.2,2.7,0.4
2014,51191,"Washington County, Virginia",10.3,2.8,7.5,7.6,6.1,13.8,14.0,15.5,18.1,11.2,8.7,42.6,21.9,12.2,2887.0,13013.0,5771.0,6.4,30.6,36.5,15.2,10.1,34.0,50.7,22.0,5.6,10.5,15.3,7.0,7.8,19.0,1.4,95.8,1.4,0.5
2014,51195,"Wise County, Virginia",15.5,2.79,11.1,11.2,9.7,15.6,11.2,14.2,18.2,9.2,7.6,46.2,22.0,20.7,3488.0,9491.0,2293.0,10.6,29.8,38.5,14.3,4.2,50.9,48.1,23.2,7.5,13.4,13.9,6.0,7.8,14.8,1.2,92.1,5.1,0.5
2014,51197,"Wythe County, Virginia",12.1,2.98,10.1,8.7,8.1,16.4,9.3,17.8,16.9,10.9,8.5,40.6,24.1,15.2,1487.0,7839.0,2079.0,8.2,29.4,34.3,17.2,6.9,36.7,50.7,22.5,5.3,10.6,14.6,7.1,7.9,18.5,1.1,94.2,3.7,0.6
2014,51520,"Bristol city, Virginia",15.3,2.87,11.0,12.1,8.2,17.4,13.6,15.3,17.9,7.7,5.3,40.6,19.7,20.6,838.0,4224.0,1723.0,12.3,38.8,34.8,15.2,8.5,39.5,53.3,22.6,6.6,13.0,13.8,6.9,6.1,19.1,0.7,89.1,6.6,0.8
2014,51580,"Covington city, Virginia",15.1,2.84,5.1,11.1,3.9,16.2,15.2,19.1,15.0,11.6,4.9,40.8,24.8,12.4,165.0,1639.0,239.0,4.7,47.1,31.2,15.1,6.0,42.4,47.1,25.3,6.5,7.0,15.8,6.5,7.1,17.9,1.2,82.1,13.7,0.4
2014,51590,"Danville city, Virginia",22.5,2.55,14.7,13.6,9.3,16.6,14.3,15.7,14.7,7.0,5.4,38.3,21.6,27.5,2338.0,8373.0,3147.0,16.0,38.4,28.8,14.3,5.8,43.5,54.2,24.5,7.1,11.6,13.2,7.5,6.8,19.1,3.1,45.5,48.2,1.2
2014,51640,"Galax city, Virginia",13.4,2.87,8.2,13.1,8.8,21.0,12.3,12.6,16.2,6.9,7.9,40.6,19.4,23.2,535.0,1623.0,448.0,13.6,35.7,27.6,20.5,8.7,32.1,52.6,24.4,4.0,14.0,14.0,6.5,6.5,20.9,18.5,75.6,4.5,0.2
2014,51690,"Martinsville city, Virginia",22.6,2.77,14.2,18.0,10.3,18.4,9.6,13.0,13.5,8.0,6.6,40.2,19.0,29.0,863.0,2839.0,955.0,16.6,36.7,29.2,14.5,3.9,51.7,54.7,25.1,5.3,9.7,15.1,6.4,6.9,19.9,4.4,47.5,45.6,0.1
2014,51720,"Norton city, Virginia",15.2,2.74,11.3,13.7,7.2,14.4,13.3,15.2,22.7,6.6,4.2,39.2,20.7,25.6,294.0,577.0,389.0,9.1,44.7,32.3,26.5,10.7,33.3,62.6,24.3,9.4,10.7,15.6,4.8,8.9,12.7,2.0,90.2,7.0,0.0
2014,51750,"Radford city, Virginia",19.8,3.18,9.4,20.5,10.7,14.0,8.0,13.8,14.1,7.3,9.5,22.5,10.4,10.1,376.0,1483.0,1395.0,5.4,36.0,36.7,7.1,8.9,58.5,53.0,32.0,26.9,10.7,7.5,4.2,2.6,7.9,2.8,84.0,8.8,1.7
2014,51770,"Roanoke city, Virginia",17.3,2.83,8.0,10.6,6.9,14.4,13.4,14.3,19.9,9.7,6.8,30.5,15.2,19.8,4464.0,20586.0,10273.0,13.3,38.9,32.2,14.3,8.2,40.6,52.0,24.0,6.5,15.3,13.8,6.5,6.6,14.5,5.7,61.3,27.7,2.1
2014,51775,"Salem city, Virginia",11.1,3.08,5.9,5.9,6.3,9.7,11.6,15.6,22.1,10.1,10.9,31.8,21.6,9.1,776.0,4724.0,3251.0,5.7,38.0,34.3,9.8,4.9,44.1,52.5,25.3,7.9,10.7,13.7,7.4,6.2,16.9,2.8,86.3,7.8,2.0
2015,51005,"Alleghany County, Virginia",11.2,3.07,5.1,9.0,6.4,15.4,8.5,15.2,18.3,12.0,12.0,47.9,27.0,12.3,645.0,4350.0,1170.0,5.9,26.5,34.0,16.5,7.7,38.1,50.9,21.7,5.0,9.2,14.3,7.6,7.4,23.2,1.4,92.0,5.3,0.2
2015,51019,"Bedford County, Virginia",8.7,3.17,5.8,6.3,4.8,8.8,10.1,14.1,20.5,14.0,14.1,36.9,23.7,8.7,2305.0,16926.0,9439.0,4.6,23.2,38.3,17.7,9.0,39.0,50.9,23.3,5.3,9.1,16.0,8.5,7.3,18.6,1.9,88.4,7.1,1.2
2015,51021,"Bland County, Virginia",9.9,2.85,8.7,8.5,6.4,11.8,11.2,18.2,19.8,11.7,12.4,44.5,29.5,14.9,325.0,2006.0,538.0,5.6,33.3,26.7,22.3,14.6,27.5,44.2,18.6,5.2,11.7,15.2,7.7,7.3,19.6,1.3,93.1,5.0,0.0
2015,51023,"Botetourt County, Virginia",7.3,3.16,4.6,4.0,4.2,8.2,9.4,13.7,19.8,17.8,14.7,38.0,20.9,4.8,797.0,8336.0,4226.0,3.7,19.7,37.2,15.7,9.5,32.9,50.5,23.2,4.8,8.5,16.4,8.5,7.9,19.1,1.4,93.2,3.4,0.2
2015,51027,"Buchanan County, Virginia",16.3,2.62,10.6,14.8,10.2,18.5,12.4,12.4,13.9,9.9,5.9,52.5,21.6,20.8,3005.0,6024.0,1176.0,7.3,30.7,36.9,19.2,9.8,52.1,49.4,19.9,5.5,11.9,15.8,8.9,7.0,18.8,0.3,95.4,2.7,0.5
2015,51035,"Carroll County, Virginia",10.6,2.9,6.7,9.2,8.3,17.4,15.1,15.0,17.4,8.8,6.5,42.3,23.3,13.9,1541.0,7563.0,2295.0,5.9,29.1,37.4,9.8,12.6,39.3,49.9,21.7,4.9,9.4,14.8,8.4,7.3,21.1,2.9,95.3,0.8,0.2
2015,51045,"Craig County, Virginia",9.6,3.11,4.1,5.9,9.8,13.0,14.6,12.6,15.0,11.0,16.8,40.4,30.0,11.2,255.0,1864.0,454.0,6.5,20.3,31.7,6.7,5.4,15.5,52.0,24.6,1.7,11.0,16.9,7.0,6.8,21.0,0.0,96.0,0.2,0.4
2015,51051,"Dickenson County, Virginia",14.6,2.82,8.4,10.9,10.5,16.7,13.5,13.7,16.6,8.5,7.6,52.1,25.4,20.2,1336.0,3956.0,717.0,10.6,26.4,39.8,14.6,9.9,54.5,49.2,22.4,5.7,11.7,14.3,7.1,7.9,18.4,0.8,98.0,0.9,0.1
2015,51063,"Floyd County, Virginia",8.4,3.04,5.7,6.6,6.3,11.0,9.4,18.7,22.2,11.6,11.2,38.9,17.4,12.6,966.0,4019.0,1369.0,3.5,26.2,27.9,39.4,14.6,17.3,49.8,22.7,4.6,10.2,15.0,6.1,9.4,19.7,2.6,94.0,2.4,0.0
2015,51067,"Franklin County, Virginia",10.6,2.95,6.2,6.4,7.0,12.3,12.5,14.4,20.5,11.1,10.7,40.6,24.2,12.4,2644.0,12951.0,5289.0,5.2,24.2,35.8,16.1,8.4,38.9,51.0,22.6,5.6,10.5,14.6,7.5,8.0,20.0,2.7,87.0,8.4,0.3
2015,51071,"Giles County, Virginia",9.6,3.14,4.8,4.7,7.3,13.9,9.9,18.8,21.9,10.0,9.6,40.7,28.0,9.9,925.0,4834.0,1153.0,7.1,28.7,36.5,22.3,7.6,29.7,51.0,22.6,5.9,10.2,14.5,7.0,7.1,20.0,1.2,95.4,1.6,0.7
2015,51077,"Grayson County, Virginia",12.7,2.92,9.0,11.3,10.6,18.2,16.6,13.6,15.9,7.6,4.5,46.5,17.9,19.4,1163.0,4798.0,833.0,6.8,31.0,35.6,16.2,3.1,43.7,50.7,19.4,5.6,10.3,14.5,8.4,7.4,22.5,2.9,92.4,2.7,0.1
2015,51089,"Henry County, Virginia",14.1,2.79,10.0,8.9,8.5,16.6,15.5,17.0,16.8,9.0,5.3,42.5,22.4,18.2,2857.0,13018.0,2789.0,6.9,29.6,33.7,17.9,11.0,32.1,51.9,22.1,5.2,10.0,15.2,7.9,6.8,21.2,5.2,70.6,22.1,0.5
2015,51105,"Lee County, Virginia",14.7,2.7,12.0,12.1,10.3,18.9,12.6,14.5,16.3,9.3,4.4,53.9,22.4,24.7,2404.0,6221.0,1402.0,6.9,32.9,34.3,12.9,6.8,46.9,47.5,21.0,5.6,12.2,14.2,8.6,6.3,18.1,1.8,93.0,3.7,0.2
2015,51121,"Montgomery County, Virginia",14.5,3.4,5.6,11.6,6.4,12.6,7.9,14.1,16.6,10.9,11.5,23.4,17.1,8.5,1730.0,11538.0,12246.0,6.1,31.0,37.2,9.9,7.5,52.4,48.2,24.2,21.0,13.7,10.4,4.7,4.8,10.7,3.0,84.5,4.1,6.1
2015,51141,"Patrick County, Virginia",12.6,2.96,8.3,8.9,12.6,14.7,14.6,16.3,17.2,8.9,4.9,47.8,21.0,17.2,978.0,4940.0,1096.0,5.8,30.4,33.8,14.6,13.2,41.5,50.7,19.9,4.9,8.3,15.2,8.7,7.2,23.7,2.7,90.0,6.4,0.1
2015,51143,"Pittsylvania County, Virginia",13.1,2.97,7.7,7.8,7.6,13.3,12.8,18.5,18.2,10.9,7.8,40.9,22.1,15.2,3392.0,16078.0,4257.0,5.6,26.7,33.7,19.0,7.4,36.5,50.9,22.3,5.2,10.0,15.8,8.1,7.5,19.2,2.4,74.2,21.4,0.3
2015,51155,"Pulaski County, Virginia",11.1,2.97,7.4,7.9,5.8,11.5,11.0,15.8,21.8,12.3,9.1,39.3,27.1,14.2,1666.0,8757.0,2923.0,5.9,31.1,35.7,21.6,8.1,33.3,50.1,20.4,5.4,10.8,15.2,8.0,7.0,20.1,1.5,91.0,5.8,0.1
2015,51161,"Roanoke County, Virginia",8.5,3.23,5.1,4.5,4.0,8.2,9.2,14.1,20.8,15.2,15.4,36.7,23.8,6.9,1983.0,17660.0,15212.0,4.3,28.7,39.0,21.3,8.3,31.0,52.2,23.2,5.3,10.5,14.6,7.4,7.0,19.0,2.6,87.0,5.6,2.8
2015,51167,"Russell County, Virginia",12.5,2.85,8.0,11.7,10.2,14.1,13.9,12.6,17.5,9.7,7.7,51.7,21.6,19.3,2825.0,7497.0,1642.0,7.9,29.0,32.2,18.8,3.7,50.6,51.1,21.6,5.9,11.3,15.0,8.4,7.2,17.9,1.1,96.7,1.0,0.1
2015,51169,"Scott County, Virginia",11.6,2.63,9.4,10.8,8.7,17.3,10.3,16.2,16.0,9.9,8.2,47.3,24.4,17.2,2031.0,6035.0,1350.0,10.3,24.9,34.8,19.9,3.8,48.0,49.6,20.8,5.4,10.9,14.6,7.7,7.3,20.9,1.2,97.0,0.8,0.3
2015,51173,"Smyth County, Virginia",12.8,2.82,6.4,8.9,10.1,15.1,12.3,16.5,17.1,10.3,6.7,40.9,22.5,17.8,1929.0,8858.0,2109.0,8.7,33.2,34.3,20.2,8.8,38.0,51.1,22.2,5.8,10.5,14.6,7.7,7.1,19.6,1.8,94.5,2.1,0.3
2015,51185,"Tazewell County, Virginia",12.9,2.69,8.0,9.3,9.3,16.9,11.6,16.5,14.9,9.9,7.9,45.9,22.3,17.6,2903.0,11305.0,2701.0,7.8,29.2,38.2,19.4,6.9,39.2,50.4,22.1,5.8,11.8,13.9,8.4,7.2,18.4,0.8,94.1,2.9,0.4
2015,51191,"Washington County, Virginia",9.8,2.81,6.9,7.3,6.5,13.3,13.7,15.5,19.4,10.9,8.7,43.4,21.8,12.9,3014.0,13072.0,5741.0,5.8,31.2,36.9,14.8,9.5,35.3,50.5,21.7,5.6,10.5,15.0,7.5,7.5,19.7,1.4,95.6,1.4,0.6
2015,51195,"Wise County, Virginia",15.1,2.88,11.0,11.9,8.8,15.7,11.6,13.7,18.4,9.3,7.2,48.6,21.9,20.8,3186.0,9104.0,2522.0,10.8,30.5,36.7,14.7,4.8,47.7,48.2,23.0,7.7,13.6,13.6,6.9,7.1,15.4,1.2,92.0,5.3,0.5
2015,51197,"Wythe County, Virginia",11.7,3.09,9.6,8.1,8.8,14.6,10.6,17.5,17.2,11.2,8.0,41.1,24.7,15.0,1537.0,7707.0,2078.0,8.3,29.5,34.4,20.5,6.4,37.2,50.8,22.2,5.3,10.7,14.5,7.4,7.7,18.9,1.1,94.1,3.6,0.7
2015,51520,"Bristol city, Virginia",14.7,2.87,10.7,12.2,10.0,17.1,10.3,16.6,17.5,8.1,6.2,40.8,20.2,21.2,796.0,4055.0,1991.0,13.8,39.3,33.2,16.1,8.0,44.2,53.4,23.3,6.1,12.6,13.7,6.7,6.6,19.3,1.7,88.7,5.7,0.9
2015,51580,"Covington city, Virginia",15.4,2.85,7.3,14.4,5.9,12.8,17.5,17.9,17.4,7.3,4.6,40.8,21.6,17.9,208.0,1729.0,239.0,4.6,48.1,27.1,13.6,6.5,42.2,48.1,23.1,7.6,8.7,14.6,6.3,6.4,19.4,1.3,81.5,13.9,1.0
2015,51590,"Danville city, Virginia",21.5,2.61,12.7,13.1,9.1,16.9,13.9,15.4,14.5,7.9,5.7,39.6,21.8,26.9,2423.0,8206.0,3303.0,17.0,36.7,29.3,16.6,6.8,40.6,54.3,24.1,7.0,12.0,13.0,7.3,7.0,19.3,3.3,45.1,48.4,1.2
2015,51640,"Galax city, Virginia",12.9,2.98,6.4,13.4,9.7,19.5,14.0,13.4,14.0,8.4,6.0,42.5,18.0,27.2,474.0,1686.0,411.0,17.7,33.4,28.0,18.6,3.7,32.6,51.7,23.1,4.0,11.7,15.7,6.3,7.3,21.6,16.8,76.0,5.6,0.4
2015,51690,"Martinsville city, Virginia",21.8,2.77,11.5,16.5,9.8,18.3,10.3,11.9,12.7,9.4,6.9,42.7,20.2,27.0,801.0,2822.0,956.0,16.4,35.2,31.3,20.2,5.7,46.1,54.8,24.3,5.9,10.1,13.4,6.8,6.7,20.4,4.5,47.4,45.9,0.1
2015,51720,"Norton city, Virginia",16.6,2.8,11.1,17.0,6.9,21.0,10.7,13.7,16.1,6.9,4.5,38.9,19.9,28.2,204.0,518.0,382.0,12.2,41.2,35.0,25.0,5.0,39.6,59.4,23.6,9.8,10.6,12.4,7.0,9.9,13.5,2.4,86.6,3.4,5.8
2015,51750,"Radford city, Virginia",20.6,3.23,8.8,23.5,10.1,11.4,7.9,15.7,13.4,6.8,8.5,24.0,11.9,10.5,327.0,1587.0,1456.0,6.8,36.4,32.6,6.8,9.3,56.1,51.9,30.2,28.6,9.9,6.9,4.3,3.5,8.0,3.0,83.5,9.2,1.9
2015,51770,"Roanoke city, Virginia",16.7,2.93,8.3,10.5,6.5,14.9,13.1,14.4,19.4,9.8,7.1,31.7,16.0,19.1,4083.0,20833.0,10188.0,13.3,38.3,32.2,14.5,7.9,40.5,51.9,24.0,6.5,15.4,13.5,6.4,6.8,14.7,5.9,60.7,27.5,2.5
2015,51775,"Salem city, Virginia",10.6,3.12,4.8,5.5,5.1,10.8,12.2,16.3,20.9,10.1,11.1,32.9,22.6,9.9,703.0,5034.0,2890.0,5.3,38.0,34.1,7.1,7.9,43.1,52.6,24.9,8.0,11.4,13.3,7.0,6.6,17.2,3.2,85.8,7.6,2.0
2016,51005,"Alleghany County, Virginia",11.4,3.08,4.6,9.2,7.2,14.9,8.5,14.4,17.9,11.0,12.3,47.9,27.7,12.8,605.0,4454.0,1234.0,6.2,28.2,33.0,16.5,4.6,41.5,51.1,21.4,5.0,9.8,14.1,7.1,7.9,23.9,1.4,91.9,5.2,0.1
2016,51019,"Bedford County, Virginia",8.1,3.24,4.7,6.4,4.8,8.4,9.7,14.3,19.5,13.7,15.2,38.7,24.3,7.7,2062.0,16856.0,9619.0,4.3,22.6,38.7,19.7,8.0,38.4,50.8,22.8,5.5,9.2,15.6,8.2,7.7,19.3,2.0,88.4,6.9,1.2
2016,51021,"Bland County, Virginia",8.7,2.94,6.5,7.6,3.8,13.0,11.1,18.9,19.3,13.2,10.9,43.0,27.3,11.3,218.0,1917.0,651.0,5.0,28.5,26.4,25.2,1.6,33.7,43.5,18.3,5.0,12.2,15.5,7.7,6.9,19.9,0.6,94.5,4.3,0.0
2016,51023,"Botetourt County, Virginia",6.8,3.28,4.1,4.6,4.6,7.5,9.3,14.2,19.4,15.0,16.7,37.9,21.6,4.8,800.0,8127.0,4398.0,3.7,21.4,37.2,15.1,10.0,28.8,50.5,22.6,4.9,8.8,16.4,8.8,7.5,20.0,1.5,93.2,3.0,0.7
